League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
SWITZERLAND 2,2025-12-10,14:00:00,14,Stade Lausanne-Ouchy,Neuchâtel Xamax,2.25,2.29,4.0,1.74,3.68,3.66,1.24,3.34,2.2,1.54,5.0,1.1,1.01,14.6,1.18,4.8,1.55,2.3,1.54,2.4,1.15,1.21,1.95,1.0,1.29,1.96,1.43,3.39,1.41,8.4,3.1,1.34,2.86,1.66,2.08,2.4,1.68,2.68,1.38,3.76,1.17
EUROPA CHAMPIONS LEAGUE,2025-12-10,14:45:00,6,Villarreal,København,1.96,2.53,6.5,1.51,4.3,5.7,1.27,3.5,2.32,1.59,5.3,1.13,1.02,10.0,1.18,4.5,1.68,2.18,1.77,1.96,1.21,1.15,2.92,0.2,1.64,1.39,1.51,2.9,1.37,8.4,3.95,1.25,3.02,1.59,2.26,1.72,1.78,2.47,1.48,2.75,1.38
EUROPA CHAMPIONS LEAGUE,2025-12-10,14:45:00,6,Qarabağ,Ajax,2.55,2.2,3.4,2.02,3.77,3.23,1.3,3.55,2.38,1.58,5.3,1.12,1.0,14.0,1.17,4.75,1.85,1.95,1.56,2.52,1.3,1.26,1.71,2.0,0.0,1.46,0.85,2.31,1.65,7.9,2.5,1.33,3.02,1.59,2.05,2.08,1.7,2.47,1.38,3.74,1.19
NETHERLANDS 2,2025-12-10,16:00:00,20,Vitesse,RKC Waalwijk,3.25,2.48,2.73,2.6,3.69,2.25,1.26,3.3,2.31,1.56,4.8,1.11,1.02,10.0,1.2,4.9,1.58,2.28,1.47,2.5,1.24,1.25,1.4,1.22,1.33,1.74,1.65,3.39,2.0,6.65,2.13,1.16,4.33,1.3,3.07,1.68,2.32,1.87,1.86,2.29,1.51
ENGLAND 4,2025-12-10,16:45:00,19,Crewe Alexandra,Newport County,2.09,2.22,5.49,1.61,3.64,4.4,1.33,3.18,2.53,1.45,5.9,1.07,1.0,10.0,1.19,3.74,1.76,1.94,1.76,2.0,1.24,1.23,2.13,1.78,1.11,1.5,1.13,2.63,1.27,7.5,6.3,1.25,3.58,1.4,2.61,1.72,2.01,2.23,1.62,2.81,1.31
ENGLAND 3,2025-12-10,16:45:00,19,Rotherham United,Blackpool,2.91,1.95,3.31,2.25,2.99,2.94,1.43,2.62,2.99,1.34,7.9,1.02,1.01,8.7,1.28,3.08,2.05,1.68,1.85,2.0,1.35,1.3,1.6,1.78,0.44,1.36,1.13,2.49,1.62,8.5,2.49,1.22,3.5,1.43,2.4,1.88,1.84,2.28,1.54,2.97,1.3
ENGLAND 4,2025-12-10,16:45:00,19,Oldham Athletic,Walsall,3.11,2.1,3.45,2.6,2.98,2.5,1.47,2.63,3.16,1.31,8.1,1.02,1.03,7.0,1.45,2.95,2.2,1.6,1.87,1.8,1.3,1.33,1.4,1.22,1.89,1.74,1.29,3.03,2.02,7.34,1.81,1.16,3.65,1.41,2.65,1.82,2.12,2.05,1.7,2.6,1.42
ENGLAND 2,2025-12-10,16:45:00,20,Derby County,Millwall,3.0,1.88,3.92,2.34,3.1,3.13,1.44,2.39,3.4,1.27,8.0,1.0,1.04,7.1,1.48,2.6,2.2,1.6,1.95,1.76,1.36,1.34,1.51,1.2,1.67,1.25,1.26,2.51,1.76,6.55,2.6,1.19,3.7,1.42,2.58,1.74,2.02,2.17,1.7,2.85,1.34
ENGLAND 2,2025-12-10,16:45:00,20,Bristol City,Leicester City,2.92,2.06,3.5,2.27,3.3,3.07,1.4,3.02,2.91,1.41,6.5,1.08,1.01,8.3,1.3,3.6,1.83,1.91,1.76,2.0,1.33,1.33,1.57,1.4,1.4,1.38,1.3,2.68,1.55,7.5,2.35,1.19,3.8,1.38,2.67,1.7,2.01,2.15,1.69,2.78,1.34
ENGLAND 2,2025-12-10,16:45:00,20,Ipswich Town,Stoke City,2.28,2.18,4.9,1.66,3.78,4.9,1.36,2.89,2.75,1.4,6.85,1.04,1.0,10.5,1.25,3.82,1.83,1.91,1.9,1.89,1.24,1.25,2.24,1.9,1.4,1.88,1.27,3.15,1.44,8.5,3.5,1.15,4.25,1.32,2.92,1.61,2.18,1.96,1.7,2.52,1.41
