Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
0OEr0YBc,2026-01-20,06:00,AUSTRALIA 1 WOM,Round 8,Brisbane Roar W,Melbourne City W,4.5,2.5,2.1,1.2,4.0,2.2,1.6,5.2,1.13,4.33,4.2,1.6,1.01,17.0,1.11,5.5,1.45,2.55,2.25,1.57,4.0,1.2,1.5,2.4,2.2,1.2,1.17
8hhog3Hc,2026-01-20,08:00,ITALY U19,Round 21,Frosinone U20,AC Milan U20,3.3,2.25,2.8,1.29,3.25,2.5,1.5,6.0,1.11,2.7,3.3,2.3,1.02,13.0,1.2,4.33,1.67,2.15,2.7,1.44,5.5,1.14,1.53,2.38,1.5,1.25,1.4
pGd6Lc5U,2026-01-20,08:30,ASIA AFC ASIAN CUP U23,Play Offs,Japan U23,South Korea U23,2.65,1.91,4.74,1.53,2.38,3.75,1.22,10.0,1.03,2.0,3.05,3.8,1.11,5.5,1.53,2.25,2.6,1.4,5.0,1.13,12.0,1.03,2.15,1.67,1.21,1.31,1.69
b7t6VRuf,2026-01-20,09:00,ETHIOPIA 1,Round 16,Welayta Dicha,Bahir Dar Kenema,4.2,1.8,2.9,1.55,2.2,3.98,1.17,9.6,1.02,3.4,2.83,2.25,1.1,4.9,1.55,2.2,2.75,1.35,5.95,1.07,0.0,0.0,2.3,1.55,1.52,1.35,1.25
f1dnShZ1,2026-01-20,09:00,ETHIOPIA 1,Round 16,Mekelle 70 Enderta,Ethio Electric,3.4,1.9,3.1,1.45,2.4,3.42,1.24,8.3,1.04,2.9,3.0,2.42,1.04,7.1,1.45,2.47,2.4,1.45,4.3,1.14,0.0,0.0,2.05,1.69,1.42,1.33,1.33
KMUET5A6,2026-01-20,09:00,ETHIOPIA 1,Round 16,Fasil Kenema,Hadiya Hossana,2.87,1.82,4.3,1.57,2.02,3.82,1.19,9.1,1.03,2.1,2.82,3.55,1.09,5.2,1.52,2.2,2.62,1.39,5.65,1.08,0.0,0.0,2.25,1.58,1.25,1.35,1.6
xnPz4KVF,2026-01-20,12:00,ITALY U19,Round 21,Sassuolo U20,Genoa U20,2.5,2.1,4.0,1.36,2.88,2.88,1.36,7.5,1.07,1.91,3.3,3.6,1.05,10.0,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.1,1.73,2.0,1.22,1.25,1.73
GWdkh1nD,2026-01-20,12:00,CROATIA 1,Round 17,Istra 1961,Rijeka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,3.15,2.22,0.0,0.0,0.0,0.0,2.0,1.72,0.0,0.0,0.0,0.0,1.83,1.83,1.6,1.3,1.3
v9WUgJ9O,2026-01-20,12:05,SAUDI ARABIA 1,Round 17,Al Shabab,Al Najma,2.05,2.3,5.5,1.36,3.0,2.63,1.44,6.5,1.1,1.53,3.8,5.5,1.02,11.0,1.25,3.75,1.83,1.98,3.0,1.36,5.5,1.13,1.91,1.8,1.1,1.18,2.25
EJvyfNzG,2026-01-20,12:30,ASIA AFC ASIAN CUP U23,Play Offs,Vietnam U23,China U23,3.02,1.8,4.25,1.62,2.2,4.5,1.17,11.0,1.02,2.32,2.82,3.25,1.15,4.6,1.7,1.95,3.0,1.3,7.0,1.08,17.0,1.02,2.38,1.55,1.27,1.36,1.52
