Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
xYN9C21K,2025-12-31,02:15,AUSTRALIA 1 WOM,Round 10,Central Coast Mariners W,Brisbane Roar W,2.7,2.4,3.1,1.22,3.8,2.2,1.6,5.2,1.13,2.2,3.6,2.7,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.44,2.6,1.4,1.25,1.62
dlJnNFLF,2025-12-31,05:00,AUSTRALIA 1,Round 10,Central Coast Mariners,Brisbane Roar,4.0,2.2,2.75,1.4,2.75,2.75,1.4,8.0,1.08,3.6,3.5,2.05,1.06,10.0,1.3,3.5,2.03,1.83,3.5,1.3,6.5,1.11,1.8,1.95,1.7,1.29,1.29
zgTVgm6L,2025-12-31,09:00,ETHIOPIA 1,Round 12,Mechal,Ethiopia Bunna,3.55,1.93,3.2,1.5,2.25,0.0,0.0,0.0,0.0,2.85,2.8,2.48,1.1,5.75,1.5,2.38,2.6,1.42,5.0,1.13,0.0,0.0,2.04,1.61,1.38,1.3,1.3
YFJgoWsC,2025-12-31,09:15,SAUDI ARABIA 2,Round 14,Al Diriyah,Al Jubail,1.78,2.45,6.8,1.19,3.25,2.22,1.52,3.9,1.11,1.2,5.5,10.5,1.02,13.0,1.15,4.0,1.53,2.2,2.25,1.5,3.6,1.2,1.82,1.78,1.07,1.15,3.3
C0VpmhDa,2025-12-31,09:15,SAUDI ARABIA 2,Round 14,Al Batin,Abha,4.33,2.3,2.3,1.3,3.2,2.63,1.44,6.0,1.1,4.0,3.6,1.75,1.03,13.0,1.2,4.33,1.73,2.1,2.88,1.4,5.5,1.14,1.67,2.1,1.91,1.22,1.17
4854BiVg,2025-12-31,09:30,WALES 1,Round 21,Briton Ferry,Barry,3.4,2.3,2.63,1.29,3.25,2.5,1.5,5.5,1.13,2.88,3.4,2.15,1.01,15.0,1.2,4.5,1.62,2.25,2.63,1.47,5.0,1.17,1.53,2.38,1.57,1.25,1.33
KQ42lRTr,2025-12-31,10:00,ETHIOPIA 1,Round 12,Ethiopia Nigd Bank,Ethiopian Insurance,3.55,1.86,3.4,1.56,2.12,0.0,0.0,0.0,0.0,2.8,2.7,2.6,1.12,5.2,1.6,2.17,2.9,1.35,5.75,1.1,0.0,0.0,2.18,1.53,1.36,1.34,1.3
vJJi6St2,2025-12-31,10:10,KUWAIT 1,Round 10,Kazma SC,Al Salmiya,3.0,2.12,3.25,1.38,2.82,2.6,1.44,5.6,1.11,2.45,3.35,2.67,1.05,7.8,1.25,3.55,1.75,1.95,2.77,1.39,4.75,1.15,1.6,2.18,1.47,1.29,1.55
xzJB9Va6,2025-12-31,11:30,WALES 1,Round 21,Connahs Q.,TNS,6.0,2.5,1.83,1.25,3.5,2.38,1.53,5.5,1.13,7.0,4.6,1.33,1.01,15.0,1.2,4.5,1.62,2.25,2.63,1.47,4.5,1.2,1.73,2.0,2.88,1.14,1.06
v9Ild48U,2025-12-31,12:00,GHANA 1,Round 14,Bibiani Gold Stars,Medeama,3.1,1.91,3.75,1.5,2.4,3.8,1.22,10.0,1.02,2.3,2.8,3.0,1.07,7.0,1.45,2.55,2.55,1.45,5.5,1.11,11.0,1.01,2.1,1.65,1.3,1.36,1.53
hGYUNr6E,2025-12-31,12:25,SAUDI ARABIA 1,Round 12,Neom SC,Al Ittihad,3.25,2.5,2.5,1.25,3.75,2.1,1.67,4.5,1.17,2.88,3.8,2.05,1.02,11.0,1.14,5.0,1.5,2.5,2.1,1.67,3.75,1.25,1.44,2.63,1.62,1.18,1.33
vDAbDpjD,2025-12-31,13:00,AFRICA AFRICA CUP OF NATIONS,Round 3,Equatorial Guinea,Algeria,5.5,2.1,2.38,1.44,2.63,3.25,1.33,10.0,1.06,5.25,3.3,1.75,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,2.1,1.67,2.0,1.33,1.17
